2020-06-02T08: 09: 51Z, Vivo_1819, 1.0.19, 2abbf7a9-ab2c-4c8b-841d-1a9005596fa5, 1.39.182.86, 15.028292ms, /v1/images, 200
2020-06-02T08: 09: 51Z, Samsung_SM-G615F, 1.0.19, d0c636fa-ffbe-412e-a3b6-c4cbd2c3a0c8, 1.38.74.156, 219.475734ms, /v1/verify_face_liveness_sync, 200
2020-06-02T08: 09: 51Z, Vivo_1818, 1.0.19, 5a351b0b-cf72-4270-8818-6b63475c8fb0, 106.78.33.142, 319.236084ms, /v1/verify_id_card_sanity_sync, 200
